review_timestamp,review_text_original,review_text_cleaned,user_rating,subjectivity_1,polarity_1,subjectivity_2,polarity_2
07-01-2023 15:12:07,"the product itself works just fine. the color of the keyboard cover is accurate to the photo, but the actual computer cover is a different color of green that doesn't match it and is not a mint green. it computer cover us more of a cooltone/blueish green. i ordered it for the color and was disappointed the color looks a bit tacky. it works though.",product work fine color keyboard cover accurate photo actual computer cover different color green not match not mint green computer cover cooltone/blueish green ordered color disappointed color look bit tacky work though,3,0,,0,
01-01-2023 23:52:47,could have used padding on bottom of legs other comparable stands include them. directions are fairly easy to understand but for an even easier experience go to youtube search for this brand + install and it will bring up another brands tutorial that is identical (except they include leg pads).,could used padding bottom leg comparable stand include direction fairly easy understand even easier experience go youtube search brand install bring another brand tutorial identical except include leg pad,4,1,1,1,0
04-01-2023 01:35:59,bought this in tandem with the sargent . usb hub with power switches to run my valve index.,bought tandem sargent usb hub power switch run valve index,5,0,,0,
02-01-2023 16:36:08,i got this case for my mom. it fit her new tablet perfectly and she loves it.,got case mom fit new tablet perfectly love,5,1,1,1,1
08-01-2023 18:19:30,it just stopped working and i never got a refund,stopped working never got refund,1,0,,1,0
04-01-2023 20:07:33,the shipping and delivery was good it came in two days earlier than it was supposed to. easy to put in. and the quality was great. i really liked how the outcome looked. /,shipping delivery good came two day earlier supposed easy put quality great really liked outcome looked,5,1,1,1,1
08-01-2023 18:06:46,this was the right product that we needed for our laptop. unfortunately it emits a buzzing sound that makes me very uneasy,right product needed laptop unfortunately emits buzzing sound make uneasy,2,1,0,1,1
07-01-2023 20:09:16,the product service window just ended and the right headphone stopped working so i guess i'm so l shoot out of luck i wish they could contact me and help or replace but they were ok while they lasted boo hoo hoo so sad;),product service window ended right headphone stopped working guess shoot luck wish could contact help replace ok lasted boo hoo hoo sad,1,1,0,1,0
02-01-2023 18:41:38,amazon needs to stop adding so many unnecessary apps on the fire stick. because it doesn't have that much memory and some of the apps they add on it can not be removed . other than that the first stick is great .,amazon need stop adding many unnecessary apps fire stick not much memory apps add not removed first stick great,3,0,,0,
02-01-2023 13:04:24,"after a few months, the tablet just shut down and wouldn't restart. got it replaced. after a few more months, the replacement shut down and won't restart.",month tablet shut would not restart got replaced month replacement shut not restart,1,1,0,1,0
08-01-2023 03:05:02,"this set is better than i expected. i used each piece to clean my airpods and my macbook. the blue slime picks up everything in every crevice! just don't leave the slime sitting too long, or it will be hard to remove from those crevices; like the keys on your keyboard (speaking from experience lol)",set better expected used piece clean airpods macbook blue slime pick everything every crevice not leave slime sitting long hard remove crevice like key keyboard speaking experience lol,5,1,1,1,1
09-01-2023 19:34:37,the case makes black dots appear on the screen of my new ipad pro . inch. don't get,case make black dot appear screen new ipad pro inch not get,1,1,0,1,0
07-01-2023 00:56:03,"nothing worked correctly. i mean nothing. installed professionally, and he had no idea what was wrong with it.",nothing worked correctly mean nothing installed professionally no idea wrong,1,1,0,1,0
05-01-2023 22:10:31,won't work. error code . don't waste your time with this. your just going to get frustrated and kick your dog.,not work error code not waste time going get frustrated kick dog,1,1,0,1,0
01-01-2023 20:49:14,wasn't sure about the wire'sworks great ! use both for different itemsand it's a pack and the cost was fair,not sure wire'sworks great use different itemsand pack cost fair,5,1,0,1,1
06-01-2023 06:46:08,psu didn't last long. good at first but got worse later on.,psu not last long good first got worse later,3,1,1,1,0
06-01-2023 00:15:50,missing power cable and remote is broken. device was dirty.,missing power cable remote broken device dirty,1,0,,0,
05-01-2023 01:01:44,"nice looking, easy to use c plug sd card and usb adapter. well made and the vendor shipped fast too.",nice looking easy use plug sd card usb adapter well made vendor shipped fast,5,1,1,1,1
05-01-2023 17:18:53,"after trying and failing with other options, this was the one that finally just worked! zero complaints, honestly. i hope it holds up for a long time.",trying failing option one finally worked zero complaint honestly hope hold long time,5,1,1,1,1
03-01-2023 10:16:38,i love it so much !!! it comes with so many,love much come many,5,1,1,1,1
05-01-2023 02:24:16,i used / inch speakers on these custom speaker bracket. they fix perfectly without any issue.,used inch speaker custom speaker bracket fix perfectly without issue,5,0,,1,1
05-01-2023 22:09:17,great case to hold my binoculars in and very sturdy. i am very happy with this purchase.,great case hold binoculars sturdy happy purchase,5,1,1,1,1
03-01-2023 17:57:48,"i purchased this watch to measure my sleep pattern. it does a great job! now i know why i have bags under my eyes. it works great keeping track of my steps, heart rate, and blood oxygen as well.",purchased watch measure sleep pattern great job know bag eye work great keeping track step heart rate blood oxygen well,4,1,1,1,1
08-01-2023 18:57:01,"i purchased this pair of echo buds from amazon on //. the first few days i already noticed that it took longer to charge and both of the batteries went out quite rapidly, i just wear that for walking anyway. however, both batteries went out when i took them out from the case after i charged them the day before. this happens since two weeks ago, so i could not wear them for my daily walks for two weeks! i just tossed them away along with the useless charging case. very disappointed!",purchased pair echo bud amazon first day already noticed took longer charge battery went quite rapidly wear walking anyway however battery went took case charged day happens since two week ago could not wear daily walk two week tossed away along useless charging case disappointed,1,1,0,1,0
09-01-2023 00:26:30,two if these apc back-ups v ah ups batteries lasted less than days in my apc back-ups .,two apc back-ups ah ups battery lasted less day apc back-ups,1,0,,0,
06-01-2023 04:54:04,it was just the part i needed to complete my binocular tripod. (ray p),part needed complete binocular tripod ray,5,1,1,1,1
07-01-2023 16:36:22,it's cheap. your laptop won't even recognize it when you plug it into usb. can't use it if your laptop doesn't recognize it. waste of money. do not buy.,cheap laptop not even recognize plug usb not use laptop not recognize waste money not buy,1,1,0,1,0
05-01-2023 16:09:15,"i used this mount for a "" smart tv in my kitchen. very simple to install using only stud for the whole mount. if you are handy at all you should have no problem installing. it took me about minutes to mount the frame. attach the tv to the mount and then hang it on the frame. the mount swivels left and right as well as tilts up and down. it also will telescope out. you can even invert the tv if you wanted to. it worked for me as i am able to adjust the angle for perfect viewing easily and quickly. side note if your not handy have a professional mount the tv. be prepared to have someone help you lift and mount the tv on the frame.",used mount smart tv kitchen simple install using stud whole mount handy no problem installing took minute mount frame attach tv mount hang frame mount swivel left right well tilt also telescope even invert tv wanted worked able adjust angle perfect viewing easily quickly side note not handy professional mount tv prepared someone help lift mount tv frame,5,0,,0,
07-01-2023 19:40:39,"we bought this for my daughter thinking she would love to have a compact turntable. from day one, we kept sending records back thinking they were scratched because the sound was so bad. a local store finally told us that none of the records were scratched and advised that we investigate the turntable. indeed, her entire collection now sounds ""scratched"" and the sound quality fuzzes in and out and is generally unbearable. she has owned this for less than months and we consider it worthless. we can't even return it, as the return window has closed - we feel like we've been duped into wasting a lot of money. i only give it stars because it's really cute to look at - everything else is an absolute failure.",bought daughter thinking would love compact turntable day one kept sending record back thinking scratched sound bad local store finally told none record scratched advised investigate turntable indeed entire collection sound scratched sound quality fuzz generally unbearable owned less month consider worthless not even return return window closed feel like duped wasting lot money give star really cute look everything else absolute failure,2,1,0,1,0
09-01-2023 20:01:34,as the title says. not much more to say about it other than it works..,title say not much say work,4,0,,0,
02-01-2023 20:35:15,"works great. even on the ""dim"" setting my alarm clock was way too bright. this really made a huge difference.",work great even dim setting alarm clock way bright really made huge difference,5,1,1,1,1
05-01-2023 04:55:25,"[[videoid:ddafefcffecdf]] better to buy it new, the product is already glitching and i just opened it from the box. very disappointed.",videoid ddafefcffecdf better buy new product already glitching opened box disappointed,2,1,0,1,0
01-01-2023 00:38:54,screen protector did not fit my rav hybrid.,screen protector not fit rav hybrid,1,0,,0,
04-01-2023 01:28:37,"very good computer bag with extra pockets for charger and other items, i'm just not crazy enough the velcro to close the pocket flaps",good computer bag extra pocket charger item not crazy enough velcro close pocket flap,5,1,1,1,1
02-01-2023 08:34:26,it only connected twice then i won't connect anymore. disappointed,connected twice not connect anymore disappointed,1,1,0,1,0
06-01-2023 19:03:10,"car reviewed in: hyundai santa fe (w/navigation)device reviewed with: iphone (ios )during the first - months, device worked as advertised. it connects to my car wirelessly. the size of the device and compatibility between usb type c and type a was comforting. the only complaint i had was the .-. second delay for apple music and spotify controls. update:i'm about months with it and those small complaints had gotten bigger over time. the delays for media controls grew to - seconds. there have been random disconnects once a week. but the worst is when i use google maps. the screen will delay anything displayed on google maps by - seconds. i could easily miss a turn and wouldn't know about it until a quarter mile later. this dongle does solve the wireless problem but it brings up things that were never a problem or a problem that could have be overlooked. i can't recommend this if the price is over $. if it is above that when you're reading this, just skip it.",car reviewed hyundai santa fe w/navigation device reviewed iphone io first month device worked advertised connects car wirelessly size device compatibility usb type type comforting complaint second delay apple music spotify control update month small complaint gotten bigger time delay medium control grew second random disconnect week worst use google map screen delay anything displayed google map second could easily miss turn would not know quarter mile later dongle solve wireless problem brings thing never problem problem could overlooked not recommend price reading skip,2,1,1,1,0
06-01-2023 19:09:39,sound quality was not up to par from the reputation that bose usually provides with their products. these particular speakers were not it so i returned them and got logitech z speaker system with subwoofer that totally was exactly what i was looking for.,sound quality not par reputation bose usually provides product particular speaker not returned got logitech speaker system subwoofer totally exactly looking,1,1,0,1,0
09-01-2023 04:21:08,very good mp will buy again,good mp buy,5,1,1,1,1
09-01-2023 17:50:07,"im actually writing this review with this keyboard case. i have used many keyboards for my ipads over the years. even an apple magic keyboard clone. now do not get me wrong that clone is actually pretty decent but my biggest issue was i had to take my ipad out of its case to put it in my stand for night time bedside use. with this i can leave my ipad inside its case and just remove the keyboard. my only issue was where do i put the keyboard when im not using it. i then realized my ipad cary case was perfect so that is solved. now this is not all perfect, one is the issues that the magic keyboard case solves is its an all in one so it works fine in the lap. this does also but it requires a little more leg to keep the whole thing together as the kick stand in the back needs that extra support. it could have had a web or a double fold behind it to help with that but it does work and you can get use to that addition. the keyboard is easy to add and easy to take off. it has a row of functions excluded with the magic keyboard and are sadly missed by me now that i have used this. th keys have a good tactile feel and make a nice clacking sound that is not too loud just enough movement and sound to give you feedback that you pressed a key. i have so far not had any missed keys while typing. so any typos you catch in this review are not because of a key that didn't work it was the operator. it's nice to have a full functioning keyboard with all the necessary keys to keep my fingers off the screen. gives me an almost laptop feel with this keyboard. now to the design its thick and rigid and the keyboard has a small amount of flex but does not feel like its going to fold. the track pad takes a little getting use to as you have to press in the center to get it to respond might be how the ipad handles a track pad. i had the same issue with the other keyboard. the on off switch is sold and moves easily into place and it uses usb-c which for me is a plus. the only thing i think they could have worked better on was the cover for the switch and usb-c. they could have omitted the cover and put the switch on the top side of the keyboard and had the usb-c exposed and not have left this little floppy piece hanging on the side if not re plugged back into the usb-c spot. the cut out for the camera is ample for the ipad or and should be fine for the ipad pro (hopefully as that is next on my list) it has a flap that flips over to help hold the keyboard in place. and overall it has a look of fabric which has a grippy texture . there is an included sticker on the keyboard i removed and put on a black background (it has tips i could not read till it was put on a black background which fixed the aforementioned issue i had with the trackpad. image left in this review. this a a decent offering and one i am pleased to be using with this ipad and my next ipad. pros: keyboard with short cut keys needed on the magic keyboards. easy to remove and replace keyboardbuilt in kickstandusb-c charging. space for apple pencil (and it still charges)cons: cover for charging and usb-c feels like an afterthought. no way to reverse hold keyboard for when it's not in use.",actually writing review keyboard case used many keyboard ipads year even apple magic keyboard clone not get wrong clone actually pretty decent biggest issue take ipad case put stand night time bedside use leave ipad inside case remove keyboard issue put keyboard not using realized ipad cary case perfect solved not perfect one issue magic keyboard case solves one work fine lap also requires little leg keep whole thing together kick stand back need extra support could web double fold behind help work get use addition keyboard easy add easy take row function excluded magic keyboard sadly missed used th key good tactile feel make nice clacking sound not loud enough movement sound give feedback pressed key far not missed key typing typo catch review not key not work operator nice full functioning keyboard necessary key keep finger screen give almost laptop feel keyboard design thick rigid keyboard small amount flex not feel like going fold track pad take little getting use press center get respond might ipad handle track pad issue keyboard switch sold move easily place us usb-c plus thing think could worked better cover switch usb-c could omitted cover put switch top side keyboard usb-c exposed not left little floppy piece hanging side not plugged back usb-c spot cut camera ample ipad fine ipad pro hopefully next list flap flip help hold keyboard place overall look fabric grippy texture included sticker keyboard removed put black background tip could not read till put black background fixed aforementioned issue trackpad image left review decent offering one pleased using ipad next ipad pro keyboard short cut key needed magic keyboard easy remove replace keyboardbuilt kickstandusb-c charging space apple pencil still charge con cover charging usb-c feel like afterthought no way reverse hold keyboard not use,5,1,1,1,1
09-01-2023 21:26:28,"this mouse had everything i needed in a work mouse before it broke. sadly, i dropped my mouse and the scrolling wheel went loose and stopped working. during the short time i had it, the mouse was comfortable to hold, it was very quiet, and the clickers were soft. the mouse didn't need excessive force to click like some mice. i purchased another replacement mouse from another seller that liked identical to this because it was a bit cheaper. that mouse was very loud and hard to click down on. i regret not purchasing another one of these. oh well.",mouse everything needed work mouse broke sadly dropped mouse scrolling wheel went loose stopped working short time mouse comfortable hold quiet clickers soft mouse not need excessive force click like mouse purchased another replacement mouse another seller liked identical bit cheaper mouse loud hard click regret not purchasing another one oh well,5,1,1,1,1
08-01-2023 20:17:54,after listening to one cd batteries go dead.,listening one cd battery go dead,3,0,,0,
09-01-2023 14:17:15,"my first set worked great for over a year now, so i bought another pair for the office.",first set worked great year bought another pair office,5,1,1,1,1
09-01-2023 03:41:32,finally got the units to work after some trial and error. now that they work i am happy with the results. in my situation i had to go to resolution on ' cat cable. this was the only way for the tx and rx to communicate with each other. luckily this application was for my security cameras where the monitor and dvr are located in different rooms. we will see how they hold up over time.,finally got unit work trial error work happy result situation go resolution cat cable way tx rx communicate luckily application security camera monitor dvr located different room see hold time,4,1,1,1,1
06-01-2023 13:07:55,"i used this driver to create a talk box for my keyboard instruments, and guitars, it sounds awesome",used driver create talk box keyboard instrument guitar sound awesome,5,1,1,1,1
01-01-2023 18:32:57,"this flash drive has pretty impressive build quality. super lightweight and durable. it will not break easily. however, the performance side is not that great. takes lot of time to transfer large data. its good for small stuff like college docx, songs, . overall great product but not for high load",flash drive pretty impressive build quality super lightweight durable not break easily however performance side not great take lot time transfer large data good small stuff like college docx song overall great product not high load,4,1,0,1,1
03-01-2023 11:25:46,"se calienta bastante especialmente cuando usas k@hz. no te llega a quemar, pero ¿esto podría tal vez reducir su vida útil? (solo estoy suponiendo) por otro lado, está construido en aluminio y eso lo dota de gran resistencia y tal vez es así para disipar mejor su calor. parece un hub calidad-precio. si necesitas ethernet, este hub no te dejará a tu suerte, pues tiene un puerto integrado pero está limitado a solo mbs, así que puede ser su punto más flojo si es que cuentas con más ancho de banda.",It heat quite especially use Hz It not burn could may reduce useful life assuming On hand built aluminum give great resistance maybe dissipate heat It look like quality-price hub If need Ethernet hub not leave fate integrated port limited MBS weakest point louder bandwidth,4,0,,0,
07-01-2023 21:23:43,this an awesome buy. my boyfriend connected all our devices and wi-fi . best buy ever,awesome buy boyfriend connected device wi-fi best buy ever,5,1,1,1,1
04-01-2023 17:34:58,just received watch today and upon trying to charge it the magnetic ports are like polarized against each other and will not line up. the ports magnetic are pushing the charging cable away from port on back of watch. anyone else have this problem?,received watch today upon trying charge magnetic port like polarized not line port magnetic pushing charging cable away port back watch anyone else problem,3,1,0,1,0
02-01-2023 14:16:00,"my son in law loves these for his runs, sound is great and the price was right!",son law love run sound great price right,5,1,1,1,1
02-01-2023 20:51:15,my favorite fm station is constantly over powered by multiple other stations. i haven't been able to locate any shortwave stations. not happy.,favorite fm station constantly powered multiple station not able locate shortwave station not happy,1,1,0,1,0
09-01-2023 20:06:44,"[[videoid:deeedadeeaadecaf]] i was extremely disappointed to see the outer package was ripped, which i immediately suspected a bad experience was ahead. yep, that's what happened.- the outer package was ripped- it was obvious the plastic bag the case was in had been rewrapped- upon opening the case, key caps fell off and one was missing- “attached” the ipad mini to the lid, which is magnetic, but the magnets are very weak and the ipad could easily fall off. in fact the lid to hold the ipad is designed with a shelf for the ipad to set on, so i think the manufacturer knew that the magnets were risky.- tested the keyboard (what keys were still attached), and the key travel is weak and doesn't depress very far. i can see a lot of hassle getting the desired letters typed. my suggestion, bypass this product and seller and find another.",videoid deeedadeeaadecaf extremely disappointed see outer package ripped immediately suspected bad experience ahead yep happened outer package ripped obvious plastic bag case rewrapped upon opening case key cap fell one missing attached ipad mini lid magnetic magnet weak ipad could easily fall fact lid hold ipad designed shelf ipad set think manufacturer knew magnet risky tested keyboard key still attached key travel weak not depress far see lot hassle getting desired letter typed suggestion bypass product seller find another,1,1,0,1,0
03-01-2023 06:11:08,was really looking forward to having a case for my airpods but unfortunately this case does not fit at all.,really looking forward case airpods unfortunately case not fit,1,1,0,1,0
08-01-2023 04:23:54,i'm not sure if it's user error or what but i could not get this thing to work. first of all i couldn't get the battery in very easily and then when i finally got it in the remote just didn't work. it could be that this particular item was a lemon .,not sure user error could not get thing work first could not get battery easily finally got remote not work could particular item lemon,1,1,0,1,0
05-01-2023 15:27:15,"overall, the photos and video are nice, but we were out taking pictures at the park the others day, and more than half the photos came back black. my !year old was very frustrated. i'll look to see if i can find out what is causing this issue.",overall photo video nice taking picture park others day half photo came back black year old frustrated look see find causing issue,3,1,1,1,0
05-01-2023 19:20:09,"for me it didn't work at all , it was a defective product for me but i probably just ordered a bad batch",not work defective product probably ordered bad batch,1,1,0,1,0
03-01-2023 02:58:19,to connect my phone to a stereo system.,connect phone stereo system,5,0,,0,
03-01-2023 01:17:57,"the remote worked right out of the box. i thought i would have to program it, but tht was not the case. great product.",remote worked right box thought would program tht not case great product,5,1,1,1,1
03-01-2023 20:40:41,"i've had my camera for a year and months (just months over the warranty). apparently the waterproofing has already failed on the camera and uv refuses to replace it. now the image is completely fuzzy. they just suggest that i buy a new one. this is super disappointing because i had been extremely happy with my eufy system up until now. if i need to replace my cameras every year, it is not a cost-effective solution. at this point, i don't recommend eufy. shoddy workmanship and poor warranty. think twice before your purchase.",camera year month month warranty apparently waterproofing already failed camera uv refuse replace image completely fuzzy suggest buy new one super disappointing extremely happy eufy system need replace camera every year not cost-effective solution point not recommend eufy shoddy workmanship poor warranty think twice purchase,2,1,0,1,1
05-01-2023 19:30:56,love everything about it use it at the pool and beach.,love everything use pool beach,5,1,1,1,1
01-01-2023 12:23:01,"the fire will not charge. not sure whether it's the cable or the tablet itself, but it's frustrating since it isn't even a year old. otherwise it was a great purchase and met our needs.",fire not charge not sure whether cable tablet frustrating since not even year old otherwise great purchase met need,3,1,1,1,0
02-01-2023 20:45:44,"imo basically pointless when you cant adjust fans according to liquid temp, might as well use an air cooler. whole point of a radiator is to cool the coolant which cools the cpu, i have no idea what the coolant temp is so i am setting fan curves like it was an air cooler using the cpu temps. the asus logo/eye thing on the pump doesnt turn off when the pc is powered down, in armory crate there is settings to turn off the asus mobo lights on shut down but not the cooler. thumb screws for the mounting bracket came sealed but rusted in the packaging. the cheap plastic back plate was so bowed i struggled to get it to go thru the mobo holes. asus does not tape shut or wrap the box in plastic. first one, amazon didnt tape or repackage either so i got an empty box. nd had some amazon tape on it. rather annoying to have to wait another weeks to put your new pc together, over a piece of tape. only reason it doesnt get star:the k temps are good with this cooler (no oc highest temp ive seen without a contact frame) but its an asetek aio branded by asus, anything asetek should cool it just as well.",going basically pointless not adjust fan according liquid temp might well use air cooler whole point radiator cool coolant cool cpu no idea coolant temp setting fan curve like air cooler using cpu temp asus logo/eye thing pump not turn pc powered armory crate setting turn asus mobo light shut not cooler thumb screw mounting bracket came sealed rusted packaging cheap plastic back plate bowed struggled get go thru mobo hole asus not tape shut wrap box plastic first one amazon not tape repackage either got empty box nd amazon tape rather annoying wait another week put new pc together piece tape reason not get star temp good cooler no oc highest temp seen without contact frame asetek aio branded asus anything asetek cool well,2,1,0,1,0
06-01-2023 16:58:49,"[[videoid:bfdcfabbefabfeb]] when i first opened the box i plugged it in to charge it and at first, it seemed to charge very quickly. altogether it took about an hour to completely charge. it charged up to % in about minutes and then it took another minutes to get up to %. as far as battery life is concerned it seems to last a while. i have used it for several hours in total and it only dropped a couple of percentages. although it took a while for me to figure out and finally get it connected through blu-tooth to my laptop, and in that time, it dropped to about -%, since i have gotten it connected, i haven't had any trouble with it disconnecting and it is currently around %.when i read the instructions on how to connect it, there was some misunderstanding with some specific words. for example, it says to ‘press' the power button twice to turn it on, i ended up figuring out that there is no pressing needed, you only need to tap it twice to turn it on. i did have trouble getting it to connect to my ipad via blu-tooth. it took me several tries and turning the keyboard off and back on again for it to actually show up on the options of devices to connect to. i also had to go back to the instruction page to figure out how to turn on bluetooth connectivity. i recommend taking the protective cover off of the keyboard, before using it. i'm not sure if it is meant to stay on or not, but it did cause issues while typing. my accuracy while typing with the protective cover on, went down significantly, but as soon as i took it off i was mostly fine. i say mostly because it is obviously a small keyboard, and i am not used to typing on a keyboard of this size, but that is something i can adjust to. the cursor snaps to clickable spaces on web browsers but does not have a tap-to-click function, so in order to click on something you do have to press the trackpad to get it to interact with the screen. the magnet that holds the ipad to the back of the case is very strong, and once it is in the right place there is no worry about the ipad falling or dropping off the back. overall, i love this and i think it is going to be very handy to have and use. it is much more compact than bringing my laptop everywhere i go or might need it. i am not sure how much other similar products go for, but this one seems to work very well.",videoid bfdcfabbefabfeb first opened box plugged charge first seemed charge quickly altogether took hour completely charge charged minute took another minute get far battery life concerned seems last used several hour total dropped couple percentage although took figure finally get connected blu-tooth laptop time dropped since gotten connected not trouble disconnecting currently around read instruction connect misunderstanding specific word example say press power button twice turn ended figuring no pressing needed need tap twice turn trouble getting connect ipad via blu-tooth took several try turning keyboard back actually show option device connect also go back instruction page figure turn bluetooth connectivity recommend taking protective cover keyboard using not sure meant stay not issue typing accuracy typing protective cover went significantly soon took mostly fine say mostly obviously small keyboard not used typing keyboard size something adjust cursor snap clickable space web browser not tap-to-click function order click something press trackpad get interact screen magnet hold ipad back case strong right place no worry ipad falling dropping back overall love think going handy use much compact bringing laptop everywhere go might need not sure much similar product go one seems work well,4,1,1,1,1
09-01-2023 09:49:50,noise cancellation still interrupts.,noise cancellation still interrupt,5,0,,0,
09-01-2023 18:00:00,it worked well. fit a variety of different sized accessories,worked well fit variety different sized accessory,4,1,1,1,1
04-01-2023 23:03:54,i gave these to my son & he loves them! he uses them to sleep almost every night! i'm so happy to have found a comfy solution! not only do they have great sound and noise cancelling; they were easy to connect and operate! did i mention my son is ?! such a great product!,gave son love us sleep almost every night happy found comfy solution not great sound noise cancelling easy connect operate mention son great product,5,1,1,1,1
06-01-2023 22:30:06,"feel very cheaply made, but seem to work fine. only confusion was, i have a similar battery tester purchased years ago from amazon and the batteries are tested in the opposite orientation (i. e., positive and negative terminals in the opposite orientation on the contacts). at first i thought these were defective, but i was just holding the batteries wrong. there is a graphic on the testers that shows the correct orientation but i initially assumed it would be the same as my older tester.",feel cheaply made seem work fine confusion similar battery tester purchased year ago amazon battery tested opposite orientation positive negative terminal opposite orientation contact first thought defective holding battery wrong graphic tester show correct orientation initially assumed would older tester,5,1,1,1,0
05-01-2023 01:02:53,"easy to carry, plenty of room for cords/accessories etc!",easy carry plenty room cords/accessories etc,5,1,1,1,1
07-01-2023 05:50:09,my keyboard stopped working after three months. i'm so upset i spent all that money and my keyboard just stopped working. i called customer service and they offered percent off on another one. i'm so disappointed.,keyboard stopped working three month upset spent money keyboard stopped working called customer service offered percent another one disappointed,1,1,0,1,0
01-01-2023 17:00:43,didn't come with adapter that's shown in picture.,not come adapter shown picture,2,0,,0,
03-01-2023 04:42:54,bought may . they died new year's eve . i loved these headphones until they stopped working. they connect but no sound at all. $ wasted.,bought may died new year eve loved headphone stopped working connect no sound wasted,2,1,0,1,0
01-01-2023 19:52:39,"worked for a while, then didn't use it for about months and now it won't work (video) on one of the computers. piece of trash.",worked not use month not work video one computer piece trash,1,1,0,1,0
04-01-2023 07:08:48,probably not one of the best but an awesome speaker,probably not one best awesome speaker,5,1,1,1,1
